Date,Close,High,Low,Open,Volume
2015-01-02,26.296133041381836,26.606492451873358,26.213203203540598,26.44758669096087,26480000
2015-01-05,25.795087814331055,26.218666661573288,25.71017466053814,26.17695453810655,41182000
2015-01-06,25.158479690551758,25.881988025936735,25.10435243288428,25.846731620823444,54456000
2015-01-07,25.084489822387695,25.399317861888598,25.010004697078788,25.372504277576205,46918000
2015-01-08,25.17188835144043,25.201185341632538,24.581459095460982,24.903737353275783,73054000
2015-01-09,24.864505767822266,25.25580791623763,24.76171626073284,25.23495185459241,42000000
2015-01-12,24.682762145996094,24.842658628436677,24.37736763109752,24.79101477343398,57138000
2015-01-13,24.91813850402832,25.25580972132809,24.69269412237646,24.95637461977738,60958000
2015-01-14,25.12322425842285,25.23892710981391,24.737387073000658,24.849612019428488,52800000
2015-01-15,25.027881622314453,25.312914481623768,24.92856622535341,25.27020975124383,51068000
2015-01-16,25.34817123413086,25.367536494599175,24.98219376296395,24.98517347094758,49658000
2015-01-20,25.322349548339844,25.603908287449528,25.294045162593612,25.462880766741375,46796000
2015-01-21,25.841272354125977,25.913772273257056,25.304970336915034,25.3670422244098,46356000
2015-01-22,26.680980682373047,26.7574529166339,25.916752747818578,25.970878116893022,56068000
2015-01-23,26.91188621520996,27.08370152568472,26.604010197082996,26.717229633167822,45966000
2015-01-26,26.652175903320312,26.889539089940442,26.421268434668356,26.889539089940442,30932000
2015-01-27,25.880996704101562,26.456527426992785,25.86460925644672,26.387999822512203,39148000
2015-01-28,25.445995330810547,26.104453953928072,25.44202301833719,26.070190154205545,35822000
2015-01-29,25.4857234954834,25.58305178585184,25.00156166084813,25.469336048228097,79018000
2015-01-30,26.69339370727539,26.96899302565216,25.731527649882253,25.772247169765592,121108000
2015-02-02,26.427724838256836,26.64125226187387,25.907314017760072,26.532997748958323,75378000
2015-02-03,26.482349395751953,26.68842661017287,26.16007114479037,26.315499005331883,47062000
2015-02-04,26.124813079833984,26.653664813920027,26.071678429296117,26.47440119470432,33896000
2015-02-05,26.31003761291504,26.352742341254977,26.10197140212147,26.215687137881527,33176000
2015-02-06,26.511150360107422,26.825978397110262,26.251442186766266,26.368633934834655,42938000
2015-02-09,26.28272819519043,26.511152291822977,26.196820534215004,26.371117367838757,30314000
2015-02-10,26.822999954223633,26.86471208066119,26.27726440571527,26.425243951817695,47430000
2015-02-11,26.715740203857422,26.911887597159794,26.6164248042471,26.801647863506236,38306000
2015-02-12,27.113494873046875,27.229195812790145,26.6660802729414,26.798168658938195,48590000
2015-02-13,27.369234085083008,27.43776169213445,27.142795200415954,27.18798333802686,47382000
2015-02-17,27.06383514404297,27.460598482634555,26.97693489359113,27.369229617669017,39174000
2015-02-18,26.946645736694336,27.189968353271183,26.7927086781,27.004745307527013,31164000
2015-02-19,27.135343551635742,27.155703310324675,26.852295927629633,26.937707274812855,30834000
2015-02-20,26.904438018798828,27.191457975915547,26.72070576937386,27.191457975915547,38234000
2015-02-23,26.5667667388916,26.780294174503883,26.417794593978833,26.765397528297687,32906000
2015-02-24,26.748016357421875,26.785257971379544,26.368134846501974,26.395446626259943,28406000
2015-02-25,27.179046630859375,27.290278971735635,26.716237123186563,26.737591383722975,40836000
2015-02-26,27.772947311401367,27.81465943512534,27.06780973212664,27.10008832378225,54032000
2015-02-27,27.93880271911621,28.27597760767765,27.66072000480966,27.71633616881427,68328000
2015-03-02,28.554058074951172,28.602225915579183,27.96462335224334,28.15580580793087,50406000
2015-03-03,28.741270065307617,28.84356327471937,28.329608138992487,28.620104108254722,50526000
2015-03-04,28.718427658081055,28.882296454962862,28.429916890422014,28.650892656908546,37964000
2015-03-05,28.872364044189453,28.960256904052777,28.713460178966177,28.782484080940353,35918000
2015-03-06,28.448787689208984,28.93940336854868,28.40707556301859,28.900670950555263,37592000
2015-03-09,28.50837516784668,28.575411969928673,28.257604222919717,28.350463898945073,23478000
2015-03-10,27.800756454467773,28.29286292472328,27.79926565325873,28.229300237849813,40080000
2015-03-11,27.594181060791016,28.015772823648753,27.580277019007337,27.798273072482495,40524000
2015-03-12,27.86630630493164,27.89957561048527,27.586238346336923,27.73272709752257,35602000
2015-03-13,27.460601806640625,28.024711890914418,27.32801710765712,27.76996862998029,35428000
2015-03-16,27.889644622802734,27.9944212414189,27.377178377429445,27.655757417484935,36856000
2015-03-17,27.689525604248047,27.839986665974966,27.530621719973734,27.723291211586453,28892000
2015-03-18,28.114093780517578,28.131473831613082,27.485428444569784,27.695479858828897,35324000
2015-03-19,27.990447998046875,28.153820488142077,27.91347946633433,28.032656425483843,24660000
2015-03-20,28.05400848388672,28.160772201362132,28.03067091004493,28.141406940210782,44320000
2015-03-23,28.07486343383789,28.286901953484733,27.960155095526584,28.10614752610461,30234000
2015-03-24,28.67919921875,28.894711873262917,28.209934005033546,28.23228086963132,79156000
2015-03-25,28.155807495117188,28.804830732516294,28.155807495117188,28.68068696216241,53070000
2015-03-26,27.98895835876465,28.165244187559384,27.724285252976486,28.039113308035006,49842000
2015-03-27,27.686542510986328,28.010309656539363,27.65575472142248,27.899075435719908,34552000
2015-03-30,27.86481285095215,27.915464099401266,27.648803906595596,27.8206192152022,24788000
2015-03-31,27.545021057128906,27.929865618223985,27.543530255894506,27.7059101448576,34932000
2015-04-01,27.28630256652832,27.73371526890904,27.11448726903038,27.551473835301326,38902000
2015-04-02,26.880104064941406,27.21231213414091,26.836901141849996,27.18301514599991,47760000
2015-04-06,27.011201858520508,27.090157493697927,26.601527036318895,26.757451203166113,33718000
2015-04-07,27.056392669677734,27.31957688343985,26.993328173473955,27.062848388861397,27318000
2015-04-08,27.254024505615234,27.386114787443763,27.112996994295276,27.112996994295276,28386000
2015-04-09,27.213306427001953,27.28034512315058,26.911886128333816,27.272400497786144,32366000
2015-04-10,27.239126205444336,27.304177790717688,27.062345998331416,27.29027375076817,26104000
2015-04-13,27.24409294128418,27.474007812329727,27.127895697211734,27.165139205072844,29326000
2015-04-14,26.80413055419922,27.141305464980213,26.603514551024027,27.141305464980213,47206000
2015-04-15,26.866697311401367,26.973461025945756,26.436166442929668,26.713752858458488,46962000
2015-04-16,26.989849090576172,27.07476224644108,26.720705490620833,26.733118730936337,31722000
2015-04-17,26.454540252685547,26.80512289968093,26.26882279213423,26.681475430560596,49234000
2015-04-20,27.040002822875977,27.10306920777139,26.48483185943039,26.504695317575145,38508000
2015-04-21,26.960054397583008,27.20089361665834,26.924797990901943,27.128393699781903,29128000
2015-04-22,27.27090835571289,27.361284621211258,26.880600713193274,26.967004666204737,31806000
2015-04-23,27.682069778442383,27.866300198753123,27.315597935325695,27.33198538048186,78184000
2015-04-24,28.48652458190918,29.034743476854363,28.22284221777329,28.80383600524126,92168000
2015-04-27,28.112106323242188,28.57888618556227,27.92241467040908,28.442329184183325,48062000
2015-04-28,28.025209426879883,28.19702474715317,27.855877512538974,28.02272602094751,37178000
2015-04-29,27.877225875854492,28.09820161501601,27.758545230442014,27.83352665142398,33622000
2015-04-30,27.25054931640625,27.863323522927168,27.14875241303415,27.73669635086005,47240000
2015-05-01,27.369234085083008,27.37221379333964,27.00623628864189,27.336955490872576,36572000
2015-05-04,27.452655792236328,27.643836356699698,27.182021399723894,27.36078872426724,35260000
2015-05-05,26.96601104736328,27.441233718193217,26.932739853326254,27.31957147108424,28528000
2015-05-06,26.570737838745117,27.010207824603842,26.42971032567519,26.94614883913076,39034000
2015-05-07,26.916353225708008,27.073271880651458,26.489796577324157,26.611456933848256,31844000
2015-05-08,27.259489059448242,27.450669630469733,27.213804622179723,27.25551674676623,28226000
2015-05-11,27.102073669433594,27.478975480283225,27.09313643960976,27.236645467635157,21858000
2015-05-12,26.751991271972656,26.962042708828612,26.566768211597903,26.95459249102892,35282000
2015-05-13,26.78972816467285,27.00573710021501,26.764401594339976,26.838392307668485,24238000
2015-05-14,27.271902084350586,27.2962360511174,26.939197694886442,27.012193912336173,31736000
2015-05-15,27.1373291015625,27.34142299328332,26.939196519982993,27.33099496267387,33440000
2015-05-18,27.146270751953125,27.229198702272882,26.926783892168544,27.004746925000333,26706000
2015-05-19,27.275875091552734,27.480463391188206,27.16861507756924,27.212312409087726,47126000
2015-05-20,27.436267852783203,27.613048070737275,27.06830517951552,27.35731222271834,30840000
2015-05-21,27.649799346923828,27.68952626608382,27.27687170172891,27.32156353864202,34170000
2015-05-22,27.53607940673828,27.720806143003497,27.491387576627886,27.533099698826458,24266000
2015-05-26,27.17209243774414,27.47698874610736,26.962537316389977,27.4397452365847,37474000
2015-05-27,27.522672653198242,27.57431650552318,27.14180042622904,27.24608073545722,34844000
2015-05-28,27.519195556640625,27.597654883751126,27.351354463922334,27.499830296710382,23544000
2015-05-29,27.079233169555664,27.50728064864665,27.065329127848308,27.470533440869946,43446000
2015-06-01,27.27239990234375,27.33993300503416,26.992828276673528,27.24856413248727,33210000
2015-06-02,27.507776260375977,27.748119170383895,27.140309874684945,27.18400910221827,31842000
2015-06-03,27.574316024780273,27.70839151757192,27.41839186594561,27.564880598600258,26710000
2015-06-04,27.395551681518555,27.607590223937724,27.2679318930562,27.41988375589475,26866000
2015-06-05,27.28829002380371,27.47698908523956,27.181526305472275,27.410944887307913,24396000
2015-06-08,26.98786163330078,27.30517307202973,26.96154245755187,27.29226163530132,27336000
2015-06-09,26.922313690185547,27.055396581279723,26.757946706195202,26.984881875977884,30016000
2015-06-10,27.440738677978516,27.54899319947313,27.0688055565594,27.098102547345352,30316000
2015-06-11,27.313615798950195,27.551475301597492,27.27041287400274,27.534591552307507,25872000
2015-06-12,27.185997009277344,27.254522719223417,27.09462623887655,27.170105863990887,25468000
2015-06-15,26.964027404785156,27.016167562688103,26.77582653401409,26.95061966499816,27150000
2015-06-16,27.056884765625,27.147261031578296,26.893015982585347,27.037519505368437,32526000
2015-06-17,27.142793655395508,27.230190217385907,26.90493414785387,27.084197781106997,24440000
2015-06-18,27.618513107299805,27.671645868555206,27.212314293543855,27.212314293543855,41192000
