Date,Close,High,Low,Open,Volume
2015-01-02,59.65913391113281,60.4742494809795,59.1848846467312,60.15561272644431,1015800
2015-01-05,59.31827163696289,59.962951271150935,59.11819435818224,59.42201331725746,1346000
2015-01-06,58.680992126464844,59.85920351310931,58.10300120822439,59.52574895366197,2105700
2015-01-07,60.78546142578125,60.85956179737432,58.925512135266665,59.318254846352254,2024500
2015-01-08,62.66025161743164,62.682481171750815,61.29678618654054,61.319015740859705,2737800
2015-01-09,62.1266975402832,62.6009523617588,61.97108506205517,62.57131108207307,1770300
2015-01-12,61.36344909667969,62.689866598204816,61.30417219453838,62.27490001573731,1353100
2015-01-13,61.133750915527344,62.53426912058512,60.71137249897813,62.00073729894463,1723600
2015-01-14,60.72620391845703,61.02261118060199,60.370519726681714,60.5780031141337,1359000
2015-01-15,59.91106414794922,61.10409880058294,59.85919332189975,60.822515123956705,1223600
2015-01-16,60.95590591430664,61.007776747043415,59.69617680663289,59.71100027512726,1317900
2015-01-20,60.570594787597656,61.593199616888846,59.888862003735944,61.163409345259176,2003500
2015-01-21,60.7187614440918,61.11891016013489,60.3037892644018,60.622425890871575,2004400
2015-01-22,62.185977935791016,62.20820748140779,60.3556699667322,61.0818671600232,2321800
2015-01-23,61.8525505065918,62.37867071253097,61.78585618706521,62.20823469907261,1177800
2015-01-26,62.80104064941406,62.83068193698983,61.615417413870944,61.81548903813547,1515500
2015-01-27,62.76398468017578,63.08262143978529,61.92663954608439,62.2008172031661,1632300
2015-01-28,63.27529525756836,64.71286673148578,63.0159410363714,63.571702504721166,4157200
2015-01-29,62.852874755859375,63.245611693088314,61.326386085575045,62.04517134208578,2927300
2015-01-30,61.645023345947266,63.37899527340692,61.548687803203315,62.68243954861836,3039300
2015-02-02,61.370880126953125,61.43757443638999,60.259357299983314,60.29641032228129,3086200
2015-02-03,61.81547546386719,62.09706480725308,61.32640846000669,61.78583418280045,2167200
2015-02-04,62.148929595947266,62.986274504096194,61.57834488448196,61.57834488448196,2653100
2015-02-05,62.56390380859375,62.92699961700883,62.163754984556206,62.41570305309678,2228100
2015-02-06,63.33454513549805,63.96440667703839,62.59353022698116,62.69727186189392,1936900
2015-02-09,62.40827941894531,63.28267727803425,62.15633139844747,63.25303600188772,1514200
2015-02-10,63.075225830078125,63.119684939987,62.60097647938942,62.91220155574797,2124200
2015-02-11,63.79399108886719,64.03852744343952,63.02334031351296,63.216000180603075,1930300
2015-02-12,63.75693130493164,64.23118045284919,63.164117043286815,64.20153917441736,1533800
2015-02-13,63.786563873291016,63.80879341570548,63.238208777424056,63.75692259890672,1253200
2015-02-17,64.03112030029297,64.2608331822034,63.542047599261586,63.801401764885746,1309000
2015-02-18,63.890323638916016,64.0755774162715,63.47535698675867,63.971835753232156,1420200
2015-02-19,63.85326385498047,64.12744145166846,63.63096273781098,63.91995814757853,833300
2015-02-20,64.51278686523438,64.51278686523438,63.46795828620601,63.697671208180786,1212700
2015-02-23,65.28343200683594,65.32048502483939,64.43867520852783,64.57946989274478,1894500
2015-02-24,66.13560485839844,66.18006396010853,65.0463116385241,65.29084800492387,2442700
2015-02-25,65.43163299560547,66.2689779901277,65.37235043311814,65.88365264095275,1678100
2015-02-26,65.3353042602539,65.8169652372855,65.00926143942232,65.32789817928966,1145100
2015-02-27,65.2019271850586,65.7651003314395,65.12782679425787,65.25379802396884,1502300
2015-03-02,66.3356704711914,67.05445603582648,65.20191825212646,65.20191825212646,3820300
2015-03-03,65.5279769897461,66.63949983431705,64.92775646279699,66.63949983431705,1942300
2015-03-04,65.97256469726562,66.02443552124517,64.82399483671985,65.27600878654397,1620700
2015-03-05,65.91328430175781,66.41717474558114,65.65393017335522,66.10594979149802,1504200
2015-03-06,64.47572326660156,65.74285836658672,64.28305776409906,65.74285836658672,1501400
2015-03-09,65.19449615478516,65.32046733628945,64.49052857782911,64.66096449959602,1244100
2015-03-10,64.42385864257812,64.71285409741878,63.68284349611552,64.49054729208125,1784500
2015-03-11,64.66838836669922,64.93515426767297,64.09780920008676,64.60169971820419,1172100
2015-03-12,65.56500244140625,65.73543270661294,65.01664733149255,65.01664733149255,1197800
2015-03-13,65.29825592041016,65.63171047072633,64.71285328364658,65.3723563034252,1172400
2015-03-16,66.676513671875,66.69133148022203,65.68355090779693,65.75024517909414,1368100
2015-03-17,66.3578872680664,66.4838584455786,65.90586772193903,66.29119298653372,1342700
2015-03-18,66.97293853759766,67.15819230107645,65.65393264618798,66.1948761230844,1896900
2015-03-19,66.63207244873047,66.98776216298893,66.15041153184772,66.98776216298893,1627400
2015-03-20,67.61763000488281,67.76583076815236,66.83956186397587,66.92848571403565,2488200
2015-03-23,66.9284896850586,67.8695764600002,66.9062601345989,67.74360523839725,1904500
2015-03-24,66.28380584716797,67.19525700964846,66.23193501050629,67.00259147912058,1705800
2015-03-25,65.95774841308594,67.16560085859444,65.84659502955542,66.49128013123563,2177900
2015-03-26,66.05411529541016,66.7432598747625,65.29087030340146,65.76511972860102,1611600
2015-03-27,66.75804901123047,66.84697286030865,66.00221608130417,66.09854601101637,1672700
2015-03-30,67.54130554199219,67.70494710442016,66.80489297310793,66.91647115097844,1416600
2015-03-31,67.14705657958984,68.0024816421401,67.06523864239769,67.37021291768171,2290100
2015-04-01,66.0908203125,67.12476743094027,65.57756962121827,67.10245292372414,2131000
2015-04-02,66.6487045288086,66.81979187298225,65.77840471196423,66.38835915732996,1256300
2015-04-06,66.8941879272461,67.29586615032613,66.00900782406389,66.18009520013862,1400900
2015-04-07,66.90160369873047,67.3330306630816,66.86440907718698,66.87184913651618,1180300
2015-04-08,67.08757019042969,67.26609190121079,66.60406845175729,67.01318094209327,1623100
2015-04-09,66.86442565917969,67.3999965616506,66.55945125228057,66.87186572035398,1490800
2015-04-10,67.33303833007812,67.39254746128283,66.58175683025537,66.76771860894274,1908500
2015-04-13,66.66358947753906,67.86861833424621,66.4850620597941,67.3032985366988,1822900
2015-04-14,67.16938781738281,67.33302939382303,66.20238442650528,67.16194775819388,1368800
2015-04-15,67.05780029296875,67.77933270606775,67.01316561915229,67.36277457602307,1502900
2015-04-16,66.6933364868164,67.06526005230138,66.52224914964789,67.05781999196279,1151100
2015-04-17,66.61149597167969,66.7453886483353,65.89739791278193,66.3213961181095,1460400
2015-04-20,67.05037689208984,67.56363320522517,66.65613883856392,66.89416968267975,1425900
2015-04-21,67.20661163330078,67.61572997442842,67.07271887394131,67.24380627344159,1000900
2015-04-22,68.0619888305664,68.15125249829869,67.17680923630041,67.28838740219044,1787900
2015-04-23,68.0619888305664,68.35208865681973,67.45203462214899,67.75700888880706,1488600
2015-04-24,67.97276306152344,68.2703031114253,67.61571954172474,67.99508324722723,1317600
2015-04-27,66.59661102294922,68.36697024973876,66.5296675270293,68.22563752488375,1943300
2015-04-28,67.30331420898438,67.37025774989934,65.84536833342187,66.41069393771518,2224800
2015-04-29,66.12801361083984,67.21402978263616,65.63707176154789,66.84210620290715,2618100
2015-04-30,62.736053466796875,66.12799965726619,62.37157002460053,66.12799965726619,5378100
2015-05-01,63.636131286621094,63.79977290625094,62.55010936249806,62.87740395196549,2945100
2015-05-04,63.69562911987305,64.14194194791258,63.368340234441625,63.799767266388045,2065300
2015-05-05,62.907142639160156,63.97084411127025,62.736055326468666,63.74768773386439,1989900
2015-05-06,63.0484733581543,63.420396858444086,62.65423535586348,63.21955499023035,2190500
2015-05-07,63.21955871582031,63.69562037023785,63.01872251087334,63.07823163645118,2153400
2015-05-08,64.45436096191406,64.67751171666794,63.777457286421985,63.87416105440872,1657600
2015-05-11,64.23863983154297,64.63287790997957,64.04523798500871,64.40972149666288,1754100
2015-05-12,64.08987426757812,64.29815056513478,63.799768653005955,64.05267963939866,1826600
2015-05-13,64.32788848876953,64.85601915667178,64.08985768527694,64.35020298986227,1996100
2015-05-14,65.45855712890625,65.50318614727902,64.57337709715252,64.76677896860797,1653200
2015-05-15,65.12382507324219,65.71145937115003,64.84859956433178,65.42135941518406,2295400
2015-05-18,65.34697723388672,65.77840998411845,64.98993374584275,65.13870092001042,2255000
2015-05-19,64.93785858154297,66.18752202278907,64.9006639539349,65.50317833048275,3311100
2015-05-20,65.5106201171875,65.8527891348049,64.68494930344204,64.98992936757485,2699800
2015-05-21,65.9494857788086,66.0461838575527,65.36184589620296,65.42878941030976,1871800
2015-05-22,65.83047485351562,66.08338016845117,65.65938750656827,65.80816034632761,1296200
2015-05-26,65.153564453125,66.0610588187982,65.153564453125,65.81559359005128,1756600
